"Algorithm","Run_ID","Repeat","Fold_ID","Grid_ID","Kernel","Cost","Gamma","Inner_nfold","Inner_CV_Logloss"
"SVM","Repeat_29_Fold_03",29,"Fold_03",3,"radial",10,0.01,4,0.17983505526363
"SVM","Repeat_29_Fold_03",29,"Fold_03",4,"radial",100,0.01,4,0.2091767318737
"SVM","Repeat_29_Fold_03",29,"Fold_03",5,"radial",0.1,0.1,4,0.171844430996363
"SVM","Repeat_29_Fold_03",29,"Fold_03",6,"radial",1,0.1,4,0.186093392803848
"SVM","Repeat_29_Fold_03",29,"Fold_03",7,"radial",10,0.1,4,0.195314468055025
"SVM","Repeat_29_Fold_03",29,"Fold_03",8,"radial",100,0.1,4,0.233612747795219
"SVM","Repeat_29_Fold_03",29,"Fold_03",9,"radial",0.1,1,4,0.168975837407323
"SVM","Repeat_29_Fold_03",29,"Fold_03",10,"radial",1,1,4,0.163543397335686
"SVM","Repeat_29_Fold_03",29,"Fold_03",11,"radial",10,1,4,0.162733049142265
"SVM","Repeat_29_Fold_03",29,"Fold_03",12,"radial",100,1,4,0.162961605891109
"SVM","Repeat_29_Fold_04",29,"Fold_04",1,"radial",0.1,0.01,4,0.18653090771606
"SVM","Repeat_29_Fold_04",29,"Fold_04",2,"radial",1,0.01,4,0.14499863057109
"SVM","Repeat_29_Fold_04",29,"Fold_04",3,"radial",10,0.01,4,0.184339301829709
"SVM","Repeat_29_Fold_04",29,"Fold_04",4,"radial",100,0.01,4,0.150478502218847
"SVM","Repeat_29_Fold_04",29,"Fold_04",5,"radial",0.1,0.1,4,0.148655455391376
"SVM","Repeat_29_Fold_04",29,"Fold_04",6,"radial",1,0.1,4,0.126157710507143
"SVM","Repeat_29_Fold_04",29,"Fold_04",7,"radial",10,0.1,4,0.117826573513426
"SVM","Repeat_29_Fold_04",29,"Fold_04",8,"radial",100,0.1,4,0.126050730647211
"SVM","Repeat_29_Fold_04",29,"Fold_04",9,"radial",0.1,1,4,0.218632773179778
"SVM","Repeat_29_Fold_04",29,"Fold_04",10,"radial",1,1,4,0.173833458792534
"SVM","Repeat_29_Fold_04",29,"Fold_04",11,"radial",10,1,4,0.164540036260332
"SVM","Repeat_29_Fold_04",29,"Fold_04",12,"radial",100,1,4,0.165212431834185
"SVM","Repeat_29_Fold_05",29,"Fold_05",1,"radial",0.1,0.01,4,0.197661868130001
"SVM","Repeat_29_Fold_05",29,"Fold_05",2,"radial",1,0.01,4,0.150464999813344
"SVM","Repeat_29_Fold_05",29,"Fold_05",3,"radial",10,0.01,4,0.168743109489617
"SVM","Repeat_29_Fold_05",29,"Fold_05",4,"radial",100,0.01,4,0.163121127453909
"SVM","Repeat_29_Fold_05",29,"Fold_05",5,"radial",0.1,0.1,4,0.170368051451783
"SVM","Repeat_29_Fold_05",29,"Fold_05",6,"radial",1,0.1,4,0.171727708957631
"SVM","Repeat_29_Fold_05",29,"Fold_05",7,"radial",10,0.1,4,0.187929475730615
"SVM","Repeat_29_Fold_05",29,"Fold_05",8,"radial",100,0.1,4,0.190498168947399
"SVM","Repeat_29_Fold_05",29,"Fold_05",9,"radial",0.1,1,4,0.170679165880158
"SVM","Repeat_29_Fold_05",29,"Fold_05",10,"radial",1,1,4,0.164072638902773
"SVM","Repeat_29_Fold_05",29,"Fold_05",11,"radial",10,1,4,0.163940249028417
"SVM","Repeat_29_Fold_05",29,"Fold_05",12,"radial",100,1,4,0.163063424387539
"SVM","Repeat_30_Fold_01",30,"Fold_01",1,"radial",0.1,0.01,4,0.175874076396798
"SVM","Repeat_30_Fold_01",30,"Fold_01",2,"radial",1,0.01,4,0.169006659439258
"SVM","Repeat_30_Fold_01",30,"Fold_01",3,"radial",10,0.01,4,0.181378216359621
"SVM","Repeat_30_Fold_01",30,"Fold_01",4,"radial",100,0.01,4,0.19655816376008
"SVM","Repeat_30_Fold_01",30,"Fold_01",5,"radial",0.1,0.1,4,0.175512792338073
"SVM","Repeat_30_Fold_01",30,"Fold_01",6,"radial",1,0.1,4,0.205768878742282
"SVM","Repeat_30_Fold_01",30,"Fold_01",7,"radial",10,0.1,4,0.213311102093668
"SVM","Repeat_30_Fold_01",30,"Fold_01",8,"radial",100,0.1,4,0.22263731298125
"SVM","Repeat_30_Fold_01",30,"Fold_01",9,"radial",0.1,1,4,0.198458453825393
"SVM","Repeat_30_Fold_01",30,"Fold_01",10,"radial",1,1,4,0.141198138074402
"SVM","Repeat_30_Fold_01",30,"Fold_01",11,"radial",10,1,4,0.171314243101056
"SVM","Repeat_30_Fold_01",30,"Fold_01",12,"radial",100,1,4,0.139376259152302
"SVM","Repeat_30_Fold_02",30,"Fold_02",1,"radial",0.1,0.01,4,0.174320907579728
"SVM","Repeat_30_Fold_02",30,"Fold_02",2,"radial",1,0.01,4,0.162905522930902
"SVM","Repeat_30_Fold_02",30,"Fold_02",3,"radial",10,0.01,4,0.136516089869683
"SVM","Repeat_30_Fold_02",30,"Fold_02",4,"radial",100,0.01,4,0.132029329357353
"SVM","Repeat_30_Fold_02",30,"Fold_02",5,"radial",0.1,0.1,4,0.168705837245148
"SVM","Repeat_30_Fold_02",30,"Fold_02",6,"radial",1,0.1,4,0.169866118957565
"SVM","Repeat_30_Fold_02",30,"Fold_02",7,"radial",10,0.1,4,0.186814911195262
"SVM","Repeat_30_Fold_02",30,"Fold_02",8,"radial",100,0.1,4,0.188755312848075
"SVM","Repeat_30_Fold_02",30,"Fold_02",9,"radial",0.1,1,4,0.225926179194234
"SVM","Repeat_30_Fold_02",30,"Fold_02",10,"radial",1,1,4,0.311018138739691
"SVM","Repeat_30_Fold_02",30,"Fold_02",11,"radial",10,1,4,0.211564317896556
"SVM","Repeat_30_Fold_02",30,"Fold_02",12,"radial",100,1,4,0.199405733284782
"SVM","Repeat_30_Fold_03",30,"Fold_03",1,"radial",0.1,0.01,4,0.17943057956706
"SVM","Repeat_30_Fold_03",30,"Fold_03",2,"radial",1,0.01,4,0.153674850064841
"SVM","Repeat_30_Fold_03",30,"Fold_03",3,"radial",10,0.01,4,0.17253932113418
"SVM","Repeat_30_Fold_03",30,"Fold_03",4,"radial",100,0.01,4,0.166590802577859
"SVM","Repeat_30_Fold_03",30,"Fold_03",5,"radial",0.1,0.1,4,0.167191435851974
"SVM","Repeat_30_Fold_03",30,"Fold_03",6,"radial",1,0.1,4,0.1666256195632
"SVM","Repeat_30_Fold_03",30,"Fold_03",7,"radial",10,0.1,4,0.170859146971007
"SVM","Repeat_30_Fold_03",30,"Fold_03",8,"radial",100,0.1,4,0.178747378338264
"SVM","Repeat_30_Fold_03",30,"Fold_03",9,"radial",0.1,1,4,0.171133528690436
"SVM","Repeat_30_Fold_03",30,"Fold_03",10,"radial",1,1,4,0.163895214156699
"SVM","Repeat_30_Fold_03",30,"Fold_03",11,"radial",10,1,4,0.163906600778192
"SVM","Repeat_30_Fold_03",30,"Fold_03",12,"radial",100,1,4,0.165486567817213
"SVM","Repeat_30_Fold_04",30,"Fold_04",1,"radial",0.1,0.01,4,0.173249256862936
"SVM","Repeat_30_Fold_04",30,"Fold_04",2,"radial",1,0.01,4,0.151241067206081
"SVM","Repeat_30_Fold_04",30,"Fold_04",3,"radial",10,0.01,4,0.171413045643587
"SVM","Repeat_30_Fold_04",30,"Fold_04",4,"radial",100,0.01,4,0.172167231843519
"SVM","Repeat_30_Fold_04",30,"Fold_04",5,"radial",0.1,0.1,4,0.154282419855678
"SVM","Repeat_30_Fold_04",30,"Fold_04",6,"radial",1,0.1,4,0.166823840102404
"SVM","Repeat_30_Fold_04",30,"Fold_04",7,"radial",10,0.1,4,0.192359882758348
"SVM","Repeat_30_Fold_04",30,"Fold_04",8,"radial",100,0.1,4,0.152118348876151
"SVM","Repeat_30_Fold_04",30,"Fold_04",9,"radial",0.1,1,4,0.292457003698188
"SVM","Repeat_30_Fold_04",30,"Fold_04",10,"radial",1,1,4,0.174351119007919
"SVM","Repeat_30_Fold_04",30,"Fold_04",11,"radial",10,1,4,0.136049024415479
"SVM","Repeat_30_Fold_04",30,"Fold_04",12,"radial",100,1,4,0.136645143698858
"SVM","Repeat_30_Fold_05",30,"Fold_05",1,"radial",0.1,0.01,4,0.169928090262989
"SVM","Repeat_30_Fold_05",30,"Fold_05",2,"radial",1,0.01,4,0.163257106263468
"SVM","Repeat_30_Fold_05",30,"Fold_05",3,"radial",10,0.01,4,0.162091236535809
"SVM","Repeat_30_Fold_05",30,"Fold_05",4,"radial",100,0.01,4,0.161894390259161
"SVM","Repeat_30_Fold_05",30,"Fold_05",5,"radial",0.1,0.1,4,0.163736657330422
"SVM","Repeat_30_Fold_05",30,"Fold_05",6,"radial",1,0.1,4,0.163914003328773
"SVM","Repeat_30_Fold_05",30,"Fold_05",7,"radial",10,0.1,4,0.164884729591987
"SVM","Repeat_30_Fold_05",30,"Fold_05",8,"radial",100,0.1,4,0.188251137751521
"SVM","Repeat_30_Fold_05",30,"Fold_05",9,"radial",0.1,1,4,0.170627588825141
"SVM","Repeat_30_Fold_05",30,"Fold_05",10,"radial",1,1,4,0.190010638281321
"SVM","Repeat_30_Fold_05",30,"Fold_05",11,"radial",10,1,4,0.166552137154833
"SVM","Repeat_30_Fold_05",30,"Fold_05",12,"radial",100,1,4,0.164589790140144
